1860-11-01_advert_117	1860-11-01	advert	NO HEADER	;;; The First Regiment Hat.;;; --This beautiful style Hat has been gotten up expressly (by the subscriber) for the city retail trade.;;; It can only be had at Binford's Hat Store, 82 Main street. The National Guard Hat, together with all the latest styles, can be had also at this establishment.;;; F. Binford,;;;  oc 27--1w Opposite Morris' Bookstore.;;; 
1860-11-01_advert_118	1860-11-01	advert	1860.--Fall and Winter Goods.--1860.Great Rush for bargains.Tremendous Excitement.	;;; 1860.--Fall and Winter Goods.--1860.Great Rush for bargains.Tremendous Excitement.;;; Having received a fresh supply of all kinds of Dress Goods, Domestics, Boots and Shoes, we are now enabled to suit every one who will favor us with a call.;;; As regards prices, we feel confident we cannot be beaten, as we have bought some of the cheapest Goods ever brought to this market.;;; Linen Hdkfs. at 6¼c., worth 12½c.;;; Blankets at $2 per pair, cheap at $3.;;; Bosoms at 12½c, cheap at 25;;; Ladies' Morocco Bootees at $1 a $1.25, sold every where at $1.50.;;; Hoop Skirts from 25 up.;;; And everything usually kept in a Dry Goods store, at prices guaranteed to please.;;; Country merchants would do well to give us a call and examine our stock, before purchasing elsewhere.;;; Wertheimer &amp; Lowenberg.;;; oc 25--1m No. 25 Main street.;;; 
1860-11-01_advert_119	1860-11-01	advert	NO HEADER	;;; Colt's celebrated Five Shooters.--;;; --Army, Navy, and Pocket sizes, on hand and for sale by James Walsh.;;; Gun Importer.;;; oc 22--1m 7 doors above St. Charles Hotel.;;; 
1860-11-01_advert_120	1860-11-01	advert	John W. Garlick.Apothecary and Druggist.Market place, Franklin st.,	;;; John W. Garlick.Apothecary and Druggist.Market place, Franklin st.,;;; Keeps constantly on hand a large supply of Drugs, Medicines.;;; Paints, Burning Fluid, Kerosine Oil., Paint Brushes, Hair Brushes, Cloth Brushes, Toilet Articles, Perfumery, Fancy Goods, &amp;c., &amp;c.;;; 
1860-11-01_advert_121	1860-11-01	advert	New and beautifulFall and Winter Goods!	;;; New and beautifulFall and Winter Goods!;;; The subscriber would respectfully announce to his friends and the public generally, that he is now receiving a large and beautiful stock of;;; Fall and Winter Goods,;;; Selected with great care, and at prices that will enable him to sell unusually low, for cash.;;; My stock consists in;;; Ladies' Dress Goods,;;;  In great variety and all the newest designs.;;; In Gents' wear, a splendid assortment of;;; Cloths, Cassimeres,;;; Velvet and Silk Vestings.;;; Neck Ties, Merino Shirts.;;;  Drawers, &amp;c.;;; Also. a large and attractive stock of Heavy Goods, of every grade, for negro clothing.;;; Fine Bed Blankets.;;; Negro Blankets.;;;  And every other article usually kept in a first--class Dry Goods House.;;; Call and examine for yourselves.;;; John L. Smither.;;;  oc 24--2m No. 29 Main street.;;; Servants for Hire &amp; sale.;;; 
1860-11-01_advert_122	1860-11-01	advert	NO HEADER	;;; Cook for Hire;;; --For the balance of the year, an experienced and accomplished Cook, without encumbrance.;;; Apply immediately to;;; no 1--ts Wm. T. King.;;; 
1860-11-01_advert_123	1860-11-01	advert	NO HEADER	;;; For Hire.;;; --A woman.;;; with a young child, who is a superior Cook, Washer and Ironer.--Also, a likely Boy, about 16 years old. for the balance of the year.;;; Ro. B. Lyne.;;;  Agent for Hiring out Negroes.;;; Renting out;;; Houses, &amp;c. Office, Metropolitan Hall.;;; oc 31--3t;;; 
1860-11-01_advert_124	1860-11-01	advert	NO HEADER	;;; A no. 1 Carpenter for sale.;;; --We have for private sale, a likely Negro man, 30 years of age, who is a No. 1 Carpenter; of good moral character, and sold for no fault.;;; Apply to Pulliam &amp; Co.,;;; oc 18--ts Odd Fellows' Hall, Franklin st.;;; 
1860-11-01_advert_125	1860-11-01	advert	NO HEADER	;;; Cook for sale.;;; --We have for sale a young Negro woman, aged twenty years, she is an A No. 1 Bread, Meat and Pastry Cook, and good Washer and Ironer.;;; Pulliam &amp; Co., Aucts.,;;; se 15--ts Odd Fellows' Hall, Franklin st.;;; 
1860-11-01_advert_126	1860-11-01	advert	NO HEADER	;;; Tobacco Agency.;;; --The subscribers have in store a very large stock of Chewing and Smoking Tobacco.;;; of the most approved brands.;;; which they offer to the trade at very low rates, the larger portion at less than manufacturers' prices.;;; Among our assortment may be found Thomas' "Virgin." "Golden Sceptre." "Jewel of Ophir," "Unique," "Light Pressed," "El Dorado" and "Orinoco" brands; D. B. &amp; N W Harris' "People's Favorite," "John Smith, " "Menemone," "Magnolia," "Apricot," "Luxury of the People," "Ambrosial," "Louisa Betle," "Filibuster," "Jockey Club," "Millefleur," and Sumner &amp; Co.'s brands; R. T. Gooch's "Granite Leaf" and "Louisa Bride;" W. H. Payne &amp; Co.'s "Olive Branch and Union;" Harris, Spicer &amp; Harris' "Diamond" brand; White &amp; Lovelace's "Gold Leaf." and various other celebrated brands of fine and common Tobacco, to which we invite the attention of buyers.;;; For sale low  Geo. J. Sumner &amp; Co.,;;; oc 31--2w Iron Front Buildings.;;; 
1860-11-01_advert_127	1860-11-01	advert	NO HEADER	;;; 100 half bbls.;;; Of Wood's North Carolina Family Roe Herrings.;;; 5 bbls. Wood's N. C. Family Cut Herrings.;;; 20 bbls. N. Carolina No. 1SHA.;;; 40 bbls. North Carolina No. 1 Family Gross Herrings.;;; 300 lbs. Mountain Buck Wheat, something very nice.;;; 50 bags Frost's Buck Wheat.;;; 10 tubs very superior fresh Butter.;;; For sale by Robt. A. E. Dabney.;;; Family Grocer, corner Broad and 7th sts.,;;; oc 31--4t Opposite the Theatre.;;; 
1860-11-01_advert_128	1860-11-01	advert	Ladies'Gentlemen's,girls' andBoys'Merino Shirtsand Drawers,	;;; Ladies'Gentlemen's,girls' andBoys'Merino Shirtsand Drawers,;;; of every size and quality, can always be found at Courtney's Hosiery establishment, four doors above the Theatre.;;; oc 31--6t;;; 
1860-11-01_advert_129	1860-11-01	advert	NO HEADER	;;; $50 reward.;;; --Stolen from the Exhibition of the Virginia Mechanics' Institute, A Gold Eagle of the carnage of 1795; also, A Diamond Ring, both valued as family relics.;;; The above reward will be paid, and no questions asked.;;; on their return.;;; Jas. D. Browne.;;;  oc 31--3t Chairman of Ex.-Com.;;; 
1860-11-01_advert_130	1860-11-01	advert	NO HEADER	;;; 100 bbls. Extra Coffee Sugar. in store and for sale by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_131	1860-11-01	advert	NO HEADER	;;; 100 Bags New Buckwheat, just received and for sale by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_132	1860-11-01	advert	NO HEADER	;;; 25 Bels., justly celebrated "Dew Drop" Whiskey, just received by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_133	1860-11-01	advert	NO HEADER	;;; 50 Kegs Prime Goshen Butter, receiving and for sale by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_134	1860-11-01	advert	NO HEADER	;;; 100 Boxes Prime Cutting Cheese, receiving and for sale by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_135	1860-11-01	advert	NO HEADER	;;; Bacon Sides, Shoulders, Hams, and Breast Pieces--For sale by;;; oc 31--3t Wm. Taylor.;;; 
1860-11-01_advert_136	1860-11-01	advert	Lost and Strayed	;;; Cement. 2,000 bbls. James River and Rosendale Cement, and 200 bbls. Calcined Plaster for sale by Bridgford &amp; Co.;;; Lost and Strayed;;; 
1860-11-01_advert_137	1860-11-01	advert	NO HEADER	;;; Taken up;;; --Last Saturday week, Oct. 20th, a light sorrel Horse, about middle size, with a small white spot on his right side, and left hind foot white, and a small wart between his fore legs, and we suppose him to be about three years old. Benj. M. Leake.;;; Three miles above Richmond.;;; no 1--d1t&amp;cwlt Just above Short pump.;;; 
1860-11-01_advert_138	1860-11-01	advert	Lost — Strayed or stolen	;;; Lost — Strayed or stolen;;; --From the residence of Jos. Longinotti, Jr., on Saturday evening last a white Setter Puppy, 4 months old, with yellow ears, and several yellow spots on his body.;;; He comes readily to the name of "Carlow." A liberal reward will be paid for his delivery at my residence.;;; on 17th street, between Grace and Broad sts., or left at this office.;;; no 1--3t Jos. Longinotti. Jr.;;; 
1860-11-01_advert_139	1860-11-01	advert	NO HEADER	;;; Found;;; --On Wednesday.;;; Oct. 24th. at the Fair grounds, an Oval Breast Pin. containing hair and initials on back.;;; The owner can have the same by proving property and paying for this advertisement.;;; O. H. Dennis, Dyer.;;;  no 1--1t Opposite Met. Hall.;;; Franklin st.;;; 
1860-11-01_advert_140	1860-11-01	advert	NO HEADER	;;; Lost;;; --On Sunday afternoon, between St. James' Church and Rev. Mr. Peterkin's. a small Oval Breast Pin containing hair, and having on the back the initials "M. B. P." The finder will please leave it at Mr. Peterkin's, on Leigh street. oc 31--2t;;; 
1860-11-01_advert_141	1860-11-01	advert	NO HEADER	;;; Lost;;; --A Gold Locket, in the shape of a book, with the likeness of a little girl on one side and some hair on the other, for which the finder will be reasonably rewarded upon leaving the same at this office.;;; oc 31--3t;;; 
1860-11-01_advert_142	1860-11-01	advert	NO HEADER	;;; Lost;;; --ten Dollars reward.--Lost, yesterday, somewhere between the Columbian Hotel and Church Hill, or between Church Hill and Rocket's, or on the Dock, a Pearl Porte-Monnaie, containing two ten dollar Virginia Bank Notes, and two ten dollar Gold Pieces and some receipts.;;; The finder will receive the above reward by returning the same to this office.;;; oc 30--3t;;; 
1860-11-01_advert_143	1860-11-01	advert	NO HEADER	;;; Lost;;; --Five Dollars reward — On 16th street, between Marshall and Broad. a Gold Buckle, with a belt attached to it. The finder will receive the above reward by leaving it at this office.;;; oc 30--3t;;; 
1860-11-01_advert_144	1860-11-01	advert	NO HEADER	;;; Strayed;;; --From my promises, on Thursday, 25th inst., a Gray Mare.;;; She is nearly blind in one eye; was bought of Mr. Burnett, of New Kent.;;; For her return or any information that will lead to her recovery.;;; I will give a suitable reward.;;; by calling at Timothy Kersey's Grocery, in Port Mayo, below Richmond.;;; oc 30--3t Thos. O. Connors.;;; 
1860-11-01_advert_145	1860-11-01	advert	Wants.	;;; Lost;;; --On Sunday morning, from 6th street, a small, liver-colored Pointer Puppy, with four white feet, white breast, and tip of tail marked with white.;;; A liberal reward will be given for his return to this office.;;; oc 30--3t;;; Wants.;;; 
1860-11-01_advert_146	1860-11-01	advert	NO HEADER	;;; Wanted.;;; --A good body-maker and Wheelwright may find employment by applying at the Blacksmith Shop on the corner of Marshall and 17th streets.;;; Also — All the work that can be had such as Horse Shoeing and Wagon Building.;;; Repairing of all kinds done with neatness and dispatch.;;; [no 1--3t] R. O. Sterling.;;; 
1860-11-01_advert_147	1860-11-01	advert	NO HEADER	;;; Wanted.;;; --I would like to purchase some three of four sets of Horse Trappings.;;; Any one that belonged to the Governor's Guard, and wishes to dispose of them, can do so by calling at this office.;;; no 1--1t;;; 
1860-11-01_advert_148	1860-11-01	advert	NO HEADER	;;; Wanted;;; --A lady qualified to give instruction in the English Branches and Music on the Piano.;;; The highest testimonials required.;;; Address "Box 49." Staunton, Va. no 1--6t;;; 
1860-11-01_advert_149	1860-11-01	advert	NO HEADER	;;; Wanted;;; --situation — By a young man, as Salesman in a Dry Goods, Book, Clothing, first-class Grocery store, or as Clerk in some office.;;; Having had some years' experience in the above kinds of mercantile business, can come well recommended from other employers and business men of Richmond.;;; He will be found faithful, willing, and always at his post.;;; Salary not so much of an object at present as a permanent situation.;;; Any one wishing the services of such, will please address, stating where an interview may be had. Edw'd S. Baker.;;; oc 31--2t Richmond, Va.;;; 
1860-11-01_advert_150	1860-11-01	advert	NO HEADER	;;; Wanted;;; --By a boy, 16 years of age, a situation to Learn A Trade — is a strong, able boy, willing to make himself useful.;;; Please address, "Henry C.," through the Post-Office, for three days. oc 31--2t;;; 
1860-11-01_advert_151	1860-11-01	advert	NO HEADER	;;; Wanted;;; --immediately--Three hundred Bands to make Coats, Pants and Vests.;;; Apply at the Clothing Manufactory of;;; oc 31--1w Kent, Paine &amp; Co.;;; 
1860-11-01_advert_152	1860-11-01	advert	NO HEADER	;;; Wanted;;; --By a young man, who is a fast fair and legible penman, some Copying, Posting or Writing of any kind to do, to which he is willing to devote from three to four hours at night.;;; Address "A B C," Box 314, Richmond Post-Office.;;; oc 30--6t.;;; 
1860-11-01_advert_153	1860-11-01	advert	NO HEADER	;;; Wanted;;; --Purchasers for a second hand Top Buggy and an open Buggy, and one Phaeton.;;; Must be sold this day.;;; John Does.;;; oc 29--6t Next to cor. Broad and 9th sts.;;; 
1860-11-01_advert_154	1860-11-01	advert	NO HEADER	;;; Wanted;;; --By a young Lady, who can teach Music, French and English, a situation as a Governess, or in a private school.;;; Good references can be given.;;; For particulars.;;; address Miss "M. L. W.," Guiney's Depot, Caroline co., Virginia.;;; oc 23--9t;;; 
1860-11-01_advert_155	1860-11-01	advert	NO HEADER	;;; Wanted;;; --Three or four first--rate Boat men. To good workmen constant employment and the best wages will be given.;;; Call at once on John C. Page, Jr.,;;; oc 19--ts 93 Main street.;;; 
1860-11-01_advert_156	1860-11-01	advert	NO HEADER	;;; Wanted;;; --Land Warrants and Land Script — For which the market price will be paid in cash, by George Bagby,;;; oc 19--1m Two doors below American Hotel.;;; 
1860-11-01_advert_157	1860-11-01	advert	NO HEADER	;;; Wanted;;; --immediately--Two first-rate Tin and Sheet-Iron Workmen.;;; Apply at the Stove Store of Geo. Starrett.;;; oc 16--ts Governor st.;;; 
1860-11-01_advert_158	1860-11-01	advert	NO HEADER	;;; Wanted;;; --immediately--One or two good Tinners, to whom good wages will be paid.;;; None but practical, sober and industrious hands need apply.;;; F. Heffley,;;; oc 8--ts 32 Main street.;;; 
1860-11-01_advert_159	1860-11-01	advert	NO HEADER	;;; Wanted;;; --Every lady and gentleman to hunt up their old soiled Fall Clothing, and have them made as good as new, by King &amp; Son, the Premium Scourers, on 10th street, between Main and Cary. We also re-dress old Velvets and Velvet Ribbons, Trimmings, &amp;c.; Black Laces, Veils, Lace Collars, Sleeves, and Lace Curtains in fact, all and every kind of Wearing Apparel, &amp;c., that is soiled and out order — saving many a dollar to our patrons, otherwise overlooked.;;; oc 3--1m;;; 
1860-11-01_advert_160	1860-11-01	advert	NO HEADER	;;; Wanted;;; --Everybody to call at my store and purchase one of those beautiful little Medals or Charms, giving a correct likeness of Bell and Everett.;;; Price 25 cents. Sent by mail to any address on receipt of 28 cents. Clubs supplied at reduced rates.;;; Agents Wanted.;;; A. E. Graham, Brand Cutter,;;; Shockoe Slip, Next door to Columbian Hotel,;;; se 1--3m Richmond, Va.;;; 
1860-11-01_advert_161	1860-11-01	advert	NO HEADER	;;; Wanted;;; --To solicit a call from all persons in want of Trunks, at the Richmond Trunk Factory, where I am extensively manufacturing every style, from the common up to the most superior Iron Frame.;;; All Leather Trunks, Ladies' French Trunks. &amp;c. All sold at manufacturers' prices, at No. 54 Main st., in Saddle and Harness Store, with Wm. Salmon;;; Trunks Repaired.;;; se 26--3m James Knotts.;;; 
1860-11-01_advert_162	1860-11-01	advert	London Dock Brandy, Pure LondonDock Brandy. &amp;c.	;;; London Dock Brandy, Pure LondonDock Brandy. &amp;c.;;; Whiskeys — Bumgardner's. Summerdean, Abney's, Richardson's Flask's, Sherman, Wm. Wallace's, Tuscaloosa, Monongahela, Peter Hanger's, and Common;;; Scotch and Irish Whiskey.;;; Brandy — Jas. Hennessey, Otard.;;; Dupuy &amp; Co., Pinet, Castilon &amp; Co., Sazarac, Vieux Cognac, and Jules Robin brands.;;; Pure Virginia Apple and Peach Brandy.;;; Jamaica Rum.;;;  Madeira, Port, and Sherry Wines.;;; Pure old Holland Gin.;;; Also--Champagne Wines of all brands and grades.;;; For sale, wholesale and retail, by;;; J. S. Robertson, next to cor. of;;; oc 27--1m Governor and Franklin sts.;;; 
1860-11-01_advert_163	1860-11-01	advert	NO HEADER	;;; Fresh Butter.;;; --I have made arrangements with some of the principal dairy men of Orange county, New York, and of the Delaware Valley, Maryland, and of the Virginia Farmers West of the Blue Ridge to keep me supplied during the Winter and Spring, with their best fresh Butter.;;; Through these arrangements I can always keep on hand a superior article of fresh Butter, and will be enable to keep families supplied at a low price.;;; For sale.;;; whole sale and retail, by J. S. Robertson.;;; oc 26--d1m Next cor. Franklin and Gov'r sts.;;; 
1860-11-01_advert_164	1860-11-01	advert	NO HEADER	;;; Guns — Guns — Guns.;;; --I have in store a large and very complete stock of Guns; also, Smith &amp; Wesson's seven-Shooters; Sharpe's very small four-Shooters; Colt's, Allen's, and many other Pistols, of the best makers; Sporting Goods and Ammunition, of all kinds; all of which will be sold at the lowest possible prices.;;; An examination of my stock is respectfully solicited.;;; T. W. Tignor,;;;  Gun-Maker, Main street, below the Market.;;; oc 24--1m;;; 
1860-11-01_advert_165	1860-11-01	advert	The undersigned	;;; The undersigned;;; may be found on Cary street, next door above A. E. Moore, and prepared to pay highest cash price for Wood.;;; Fruits, Flaxseed, Ginseng, Wax, and Seneca Root.;;; All country Produce sold at highest rates for cash.;;; oc 30--3t G. R. Peake.;;; 
1860-11-01_advert_166	1860-11-01	advert	NO HEADER	;;; Soap!;;; Soap!!;;; 600 boxes old Dominion Soap.;;; 50 boxes superior Palm Soap.;;; 50 boxes Family Soap.;;; For sale by Chas. T. Wortham &amp; Co.;;; oc 30--4t;;; 
1860-11-01_advert_167	1860-11-01	advert	NO HEADER	;;; Oil Cake, Oil Meal.;;; --Just received a small lot of this Food, which is largely used in England and the North for feeding stock.;;; Blair &amp; Harvie.;;; oc 30--5t Corner of Cary and 11th sts.;;; 
1860-11-01_advert_168	1860-11-01	advert	NO HEADER	;;; City made Brogues;;; --4000 pair. Also,;;; French Calf skin.;;; Sole, Russet, and;;; Wax Leather.;;;  For sale by N. Devereux.;;; oc 20--1m 136 Cary street.;;; 
1860-11-01_advert_169	1860-11-01	advert	NO HEADER	;;; For Rent--A fine Wood or Coal Yard, adjoining Wm. Gray's store, on the Canal, near the Armory.;;; It will hold fifty thousand bushels coal.;;; Possession given the 1st January next.--Apply to [oc 29--1m] Wm. Gray.;;; of R.;;; 
1860-11-01_advert_170	1860-11-01	advert	John Mellen,Commission Merchant,Cary st., below Shockoe Slip,Richmond, Va.,	;;; John Mellen,Commission Merchant,Cary st., below Shockoe Slip,Richmond, Va.,;;; Will give his attention to the purchase and sale of all kinds of Merchandize and Produce.;;; oc 26--3m;;; 
1860-11-01_advert_171	1860-11-01	advert	NO HEADER	;;; Goods for Servants' Wear.;;; --We have on hand a large and varied stock of Goods suitable for male and female servants' wear, manufactured in the South, which we will sell low.;;; Johnson &amp; Harwood.;;; 
1860-11-01_advert_172	1860-11-01	advert	NO HEADER	;;; Cloaks, Cloaks.;;; --We respectfully invite the Ladies to call and examine our stock of Cloaks, of the latest designs, and at prices that will please the most economical buyer.;;; Johnson &amp; Harwood.;;; 
1860-11-01_advert_173	1860-11-01	advert	NO HEADER	;;; The Rat Killer.;;; --Use the Rat Killer, if you wish to exterminate all rats and mice on your promises.;;; It is only 25 cts. per box. For sale by L. Wagner, Druggist.;;; Corner 6th and Broad sts.;;; 
1860-11-01_advert_174	1860-11-01	advert	Educational.	;;; 12 Boxes supr.;;; Sugar — Cured Beef Tongues, for sale on consignment, by;;; Bridgford &amp; Co.;;; Educational.;;; 
1860-11-01_advert_175	1860-11-01	advert	French night Schoolfor young Gentlemen.	;;; French night Schoolfor young Gentlemen.;;; Rev. J. Tirion will open a night School on the 5th of November, for teaching the French Language.;;; The School will be open four times a week, from 8 until 10 o'clock at night.;;; For further particulars inquire at Mr. Tirion's residence, corner of Broad street and Brooke Avenue, or at Mr. Francis Delarue's on Broad st, near 6th, or at Mr. John Reinhardt's Broad, near 21st.;;; no 1--6t;;; 
1860-11-01_advert_176	1860-11-01	advert	Southern Waverley Institute,on 5th St., between Clay and Leigh, Mrs. Peter P. Mayo. Principal.commencing 1st October, 1860.	;;; Southern Waverley Institute,on 5th St., between Clay and Leigh, Mrs. Peter P. Mayo. Principal.commencing 1st October, 1860.;;; The Principle begs leave to offer this Institution as one designed to elevate female education to the highest grade, and one in which no pains or expense are spared for facilitating this object, and affording the very best opportunity for a thorough and practical acquisition of the Modern Languages, (French is the household language.) Music, Drawing, Painting and every accomplishment appertaining to the most polished education of young ladies.;;; For terms, references or a prospectus of the plan of study, apply to;;; oc 5--1m Mrs. Peter P. Mayo.;;; 
1860-11-01_advert_177	1860-11-01	advert	Southern Female Institute,Richmond Va.	;;; Southern Female Institute,Richmond Va.;;; The 11th session of this Institution will commence on the 1st of October next, and close on the last day of June, 1861.;;; The Principal will be aided by eleven thoroughly qualified instructors, and every effort will be made to maintain the high reputation and select character of the School.;;; The advantages offered in the departments of Music and the Modern Languages are unsurpassed, while especial attention is given to the study of History.;;; English Literature, Rhetoric and Reading.;;; For further information, or for catalogue giving course of study, terms, regulations and full list of patrons, to which attention is invited, address the Principal.;;; D. Lee Powell.;;;  se 17--ts Box 31, Richmond, Va.;;; Sewing Machines.;;; 
1860-11-01_advert_178	1860-11-01	advert	NO HEADER	;;; The Willcox &amp; Gibbs' Sewing Machine;;; received the highest premium at the State Agricultural Fair, October 27th, 1860, and is well worthy the attention of those in want of a good Family Sewing Machine Price $35 to $80. John A. Belvin.;;; Belvin's Block, on 12th and Governor sts.;;; oc 31--1m;;; 
1860-11-01_advert_179	1860-11-01	advert	Boarding.	;;; The Singer Sewing Machines.;;; --The marked and ever extended popularity of Singer's Sewing Machines, both in America and Europe, is such as best to establish their superiority over all others in the market.;;; Sewing Machines, so called, may be bought, it is true, for a smaller amount of dollars, but it is mistaken economy to invest anything in a worthless or unreliable article, and those who will do so must abide the consequences.;;; Singer's New Family Machines.;;; In order to place the very best Family Machines in the world within the reach of all, we have reduced our Letter A, or transverse Shuttle Machines, beautifully ornamented, to fifty Dollars.;;; Singer's No. 1 and 2 Standard Shuttle;;; Machines.;;;  Both of very general application and capacity, and popular both in the family and the manufactory.;;; Prices reduced respectively from $135 and $150 to $90 and $100.;;; Singer's No. 3 Standard Shuttle Machine,;;; For carriage-maker and heavy leather work.;;; Price, complete, $125.;;; Also, to complete the list, an entirely new article, unequaled for manufacturing purposes, noiseless, rapid, and capable of any kind of work.;;; Price, including iron stand and drawers, $110, cheaper at that, in view of its value, than the machines of any other maker as a gift.;;; All of Singer's Machine make the interlocked stitch with two threads, which is the best stitch known.;;; Every person desiring to procure full and reliable information about Sewing Machines, their sizes, prices, working capacities, and the best method of purchasing, can obtain it by sending for a copy of "L. M. Singer &amp; Co.'s Gazette," which is a beautiful pictorial paper, entirely devoted to the subject.;;; It will be supplied gratis.;;; Needles, Thread, Cottons, Silk, and all necessary articles used with Sewing Machines, kept constantly on hand for sale.;;; Also, a practical machinist, who is ever ready to attend on our customers.;;; if required.;;; Messrs. Singer &amp; Co.'S office being conducted on the most thorough business principles, by an entirely new set of hands, we feel confident of doing our share of the business, as we have always done heretofore.;;; I. M. Singer &amp; Co.,;;; 240 Main street, Richmond.;;; B. Trott, Agent.;;; au 28--3m;;; Boarding.;;; 
1860-11-01_advert_180	1860-11-01	advert	NO HEADER	;;; Boarding.;;; --The subscribers, having taken the house of Jos. H. Crenshaw. Esq, on Main street, between 6th and 7th, inform their friends and the public that they will be prepared to receive boarders on the 1st of October.;;; The house is in excellent repair, and fitted up with every convenience for the comfort of its inmates.;;; It is pleasantly situated, and convenient to the business part of the city.;;; Several day boarders can be accommodated.;;; R. B. Murray,;;;  se 18--3tawts M. J. Murray.;;; 
1860-11-01_advert_181	1860-11-01	advert	Coal, Coke, Wood, &amp;c.	;;; Boarding.;;; --One or two desirable Rooms vacant at the Edgemont House, between 6th and 7th streets. oc 12--ts;;; Coal, Coke, Wood, &amp;c.;;; 
1860-11-01_advert_182	1860-11-01	advert	NO HEADER	;;; Coke;;; --The prices of Carbon Hill Coke, until further notice, will be as follows:;;; Lump Coke, $5.50 per load.;;; Stove Coke. $5 per load.;;; Hail Coke, $5 per load.;;; oc 29--ts Jno. J. Werth, Agent.;;; 
1860-11-01_advert_183	1860-11-01	advert	Wood,Wood,Wood.	;;; Wood,Wood,Wood.;;; 300 cords seasoned Oak and Pine Wood on hand, and for sale by Philips &amp; Coleman,;;; oc 10--1m South side Dock.;;; 
1860-11-01_sales_184	1860-11-01	sales	Coal.	;;; Coal.;;; --C. B. Lipscomb.;;;  (Office 14TH St., opp. Mayo's Warehouse.);;; Dealer in Midlothian, Lump, Hail and Smith's Coal.;;; Also, Red and White Ash Anthracite Coal, sold by weight.;;; au 27--3m.;;; 
1860-11-01_advert_185	1860-11-01	advert	Oak and Pine Wood	;;; Oak and Pine Wood;;; --Seasoned and under shelter, for sale at Coke Yards.;;; de 12--ts Jno. J. Werth. Ag't.;;; 
1860-11-01_advert_186	1860-11-01	advert	Important to Gas Consumers.Chas. H. Langley	;;; Important to Gas Consumers.Chas. H. Langley;;; Gas Fitter, Tinner and Coppersmith,;;; Would inform the public that he is sole agent for the sale of;;; Hawley's Improved Cylinder Gas;;; Burners.;;;  and is prepared to put them up at the shortest notice, and on the most reasonable terms.;;; The advantages of these Burners are: To prevent blowing and waste of gas, to give a more clear and uniform light, to regulate the quantity consumed with the full head turned on to any desired amount, and thus to save at least twenty-five per cent. over the ordinary Burners.;;; Mr. J. F. Brown, in charge of the Washington City Gas Works, has certified that they are unhesitatingly the best Burners he has seen during his connection of twelve years with those works; and the Superintendent of the Richmond Gas Works asserts that the has tried them, and that they save at least twenty per cent. over other Burners.;;; Thankful for past favors, the subscriber invites orders for all work in his line, feeling assured that he can give entire satisfaction as to quality and price.;;; Chas. H. Langley,;;;  oc 4--ts 13th st., between Main and Cary.;;; 
1860-11-01_advert_187	1860-11-01	advert	Stocks for sale.	;;; Stocks for sale.;;; 30,000 Roanoke Valley Railroad 1st Mortgage 8 per cent. Bonds connecting with the Richmond and Danville, and Raleigh and Gaston Railroads, 53 miles long, costing over one million of dollars, with a mortgage of only $460,000. For a minute description of the present condition and future prospects of the company pamphlets can be had at our office.;;; Also;;; 6,000 Virginia and Tennessee 3d Mortgage Bonds.;;; 3,000 York River 8 per cent. Bonds.;;; 6,000 Virginia 6 per cent. Stock.;;; 50 shares Richmond Fire Association Stock.;;; 50 shares Virginia Fire and Marine Stock.;;; 40 shares Bank of the Commonwealth Stock. C. W. Purcell &amp; Co.;;; se 22--ts;;; 
1860-11-01_advert_188	1860-11-01	advert	Co-partnership.--	;;; Co-partnership.--;;; Walter D. Blair.;;;  John H. Munford, and;;; Robert Heth,;;; Have entered into a co-partnership, under the style of;;; Walter D. Blair &amp; Co.,;;; or the purpose of carrying on, with increase facilities, the business heretofore conducted by W. D. Blair, and they hope by diligence and promptness to merit a continuance of the patronage so long and so kindly extended to their senior partner.;;; oc 1--1m;;; 
1860-11-01_advert_189	1860-11-01	advert	Steam last and Boot Tree Factory	;;; Steam last and Boot Tree Factory;;; --Main street, between 7th and 8th, adjoining Simm's Steam Planing Mill.;;; Lasts made to order, of well seasoned persimmon wood.;;; Lasts accuracy made for tender, diseased and deformed feet.;;; To secure a comfortable and neat fitting boot, every one should have his own lasts.;;; Boot Trees made. We are prepared to turn Bonnet Blocks, Gun Stocks, Axe Helves, or Hammer Handles.;;; Orders solicited at the only establishment of the kind south of the Potomac.;;; oc 8--1m C. S. Wharton &amp; Co.;;; 
1860-11-01_advert_190	1860-11-01	advert	Grates, Fenders — fine Sets of Tongs, Shovels and Pokers.	;;; Grates, Fenders — fine Sets of Tongs, Shovels and Pokers.;;; --I have for sale a large and elegant assortment of all kinds of Enamelled Grates, with Fenders; Summer Pieces of every style; handsome and plain sets of Shovels, Tongs, Pokers, Coal Scuttles, Cinder Shovels, Blower Stands, handsome stands for Shovels and Tongs, Brass and Iron Footmen, Fire-Brick Slabs and Jams.;;; All kinds of Church and Tavern Bells, Brass Brick Moulds, all kinds of Grates, Fenders, &amp;c., made to order at the lowest Northern prices.;;; S. D. Denoon.;;;  No. 225 Main street, between 8th and 9th,;;; oc 13--3m West side.;;; 
